Date of Download: 2023-08-16_14:22:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:10535,8702,9128,9225,7676,7671,9372,9353,9832,11615,11236  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Cassava anthracnose disease severity|month 5|COMP:0000273,Cassava anthracnose disease severity|month 7|COMP:0000274,Cassava bacterial blight severity|month 5|COMP:0000271,Cassava bacterial blight severity|month 7|COMP:0000272,Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224,Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225,Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051,beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053,branching level counting|CO_334:0000079,cassava anthractnose disease severity in 3-month|CO_334:0000218,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,dry matter content by specific gravity method|CO_334:0000160,dry matter content by table-top NIRS in percentage|CO_334:0002057,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,lodged plants estimation 1-3|month 6|COMP:0000208,marketable root number counting|CO_334:0000169,marketable root weight measurement in kg|CO_334:0000131,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root number per plot counting|CO_334:0000011,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169440,GM9108-5,,plot,2303272,202056CQPRC_cere_rep1_GM9108-5_11,1,1,11,3,3,test,,1,1,2,2,,,,,0,1,1,39.94077443,,260,51.80555556,37.3,5,1,,44,27.9,21,25,2,260,45,9,3,1,1,3,77,4425,577,,24,2,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169394,GM8870-84,,plot,2303273,202056CQPRC_cere_rep1_GM8870-84_12,1,1,12,3,4,test,,1,1,2,2,,,,,0,1,1,37.74812039,,270,52.08333333,37.5,5,1,,51,32.8,24,25,2,270,45,9,3,1,2,2,73,4775,572,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,271094,COSTENA,Costena,plot,2303279,202056CQPRC_cere_rep1_Costena_13,1,1,13,4,1,test,,1,1,2,2,,,,,0,1,1,36.1371021,,235,58.47222222,42.1,5,1,,57,35.1,18,25,2,235,35,9,3,1,2,3,93,4775,534,,25,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169430,GM9103-22,,plot,2303254,202056CQPRC_cere_rep1_GM9103-22_14,1,1,14,4,2,test,,1,1,2,2,,,,,4,1,2,37.28715304,,35,37.22222222,26.8,4,1,,21,23.7,25,25,2,210,35,9,3,1,1,3,32,4450,523,,21,1,3,1,3," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169385,GM8870-29,,plot,2303249,202056CQPRC_cere_rep1_GM8870-29_15,1,1,15,4,3,test,,1,1,2,2,,,,,0,1,1,38.62087685,,260,55.97222222,40.3,5,1,,52,36.2,18,25,2,260,40,9,3,1,1,3,72,4700,583,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2300860,Venezolana,,plot,2303275,202056CQPRC_cere_rep1_Venezolana_16,1,1,16,4,4,test,,1,1,2,2,,,,,4,1,1,39.10646166,,110,46.66666667,33.6,4,1,,37,28.3,22,25,3,230,35,9,3,2,2,3,64,4225,534,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,298109,SM3386-49,,plot,2303285,202056CQPRC_cere_rep2_SM3386-49_17,2,2,17,1,5,test,,1,1,2,2,,,,,0,1,1,37.74311719,,235,44.30555556,31.9,4,1,,46,25.3,20,25,2,235,30,9,3,2,2,3,66,4275,512,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169394,GM8870-84,,plot,2303292,202056CQPRC_cere_rep2_GM8870-84_18,2,2,18,1,6,test,,1,1,2,2,,,,,0,1,1,37.74339498,,245,34.16666667,24.6,5,2,,20,16.2,25,25,2,245,45,9,3,1,2,2,53,4300,515,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,285973,SM3387-40,,plot,2303255,202056CQPRC_cere_rep2_SM3387-40_19,2,2,19,1,7,test,,1,1,2,2,,,,,0,1,1,38.25693619,,260,45.27777778,32.6,5,1,,23,25.6,18,25,2,260,45,9,3,3,2,3,52,4678,572,,24,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,236646,SMB2446-2,"Caiseli,Caiselli,CAISELLI",plot,2303283,202056CQPRC_cere_rep2_Caiselli_20,2,2,20,1,8,test,,1,1,2,2,,,,,1,1,1,39.20467606,,35,46.52777778,33.5,4,1,,43,27.2,24,25,2,230,35,9,3,2,2,3,65,4225,536,,22,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2300860,Venezolana,,plot,2303251,202056CQPRC_cere_rep2_Venezolana_21,2,2,21,2,5,test,,1,1,2,2,,,,,3,1,1,39.2317977,,35,36.11111111,26,4,1,,22,20.9,25,25,3,220,25,9,3,1,2,3,46,4575,581,,25,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169385,GM8870-29,,plot,2303259,202056CQPRC_cere_rep2_GM8870-29_22,2,2,22,2,6,test,,1,1,2,2,,,,,0,1,1,37.23911966,,270,57.63888889,41.5,4,1,,46,35.3,25,25,2,270,30,9,3,2,2,3,77,4800,563,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,140637,SM1759-29,,plot,2303252,202056CQPRC_cere_rep2_SM1759-29_23,2,2,23,2,7,test,,1,1,2,2,,,,,0,1,1,39.02551487,,280,43.47222222,31.3,5,1,,36,20.7,25,25,2,280,50,9,3,1,3,2,86,4000,504,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,271094,COSTENA,Costena,plot,2303280,202056CQPRC_cere_rep2_Costena_24,2,2,24,2,8,test,,1,1,2,2,,,,,0,1,1,36.56626734,,205,48.61111111,35,5,1,,43,28,25,25,2,205,30,9,3,1,1,3,71,4475,510,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,140368,SM1127-8,,plot,2303281,202056CQPRC_cere_rep2_SM1127-8_25,2,2,25,3,5,test,,1,1,2,2,,,,,0,1,1,37.5373978,,300,34.58333333,24.9,4,1,,41,21.2,25,25,2,300,60,9,2,2,2,3,63,4025,478,,20,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169440,GM9108-5,,plot,2303278,202056CQPRC_cere_rep2_GM9108-5_26,2,2,26,3,6,test,,1,1,2,2,,,,,0,1,1,39.53148611,,260,27.91666667,20.1,5,2,,27,16.7,25,25,2,260,60,9,3,1,2,3,48,3675,472,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,152748,CM9456-12,,plot,2303261,202056CQPRC_cere_rep2_CM9456-12_27,2,2,27,3,7,test,,1,1,3,3,,,,,0,1,1,34.57946429,,270,49.02777778,35.3,4,1,,45,30.9,16,25,2,270,35,9,3,1,2,3,67,3500,364,,21,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,230102,CM9912-167,,plot,2303245,202056CQPRC_cere_rep2_CM9912-167_28,2,2,28,3,8,test,,1,1,2,2,,,,,0,1,1,35.10671642,,300,54.02777778,38.9,4,1,,35,30.9,16,25,2,300,70,9,2,1,1,3,56,3825,408,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169430,GM9103-22,,plot,2303257,202056CQPRC_cere_rep2_GM9103-22_29,2,2,29,4,5,test,,1,1,2,2,,,,,3,1,1,36.58454592,,105,30.97222222,22.3,3,1,,17,16.8,12,25,3,185,25,9,3,1,2,3,33,4375,499,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,269469,GM1406-13,,plot,2303282,202056CQPRC_cere_rep2_GM1406-13_30,2,2,30,4,6,test,,1,1,2,2,,,,,0,1,2,36.44639082,,265,53.19444444,38.3,4,2,,58,34,25,25,3,265,55,9,3,1,2,2,93,4375,496,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,310088,SM3553-27,,plot,2303274,202056CQPRC_cere_rep2_SM3553-27_31,2,2,31,4,7,test,,1,1,2,2,,,,,0,1,1,36.94437762,,360,48.33333333,34.8,5,2,,37,28.4,16,25,2,360,50,9,3,1,1,3,58,4325,501,,23,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169454,GM9122-1,,plot,2303287,202056CQPRC_cere_rep2_GM9122-1_32,2,2,32,4,8,test,,1,1,2,2,,,,,0,1,1,37.73678905,,300,39.44444444,28.4,5,2,,37,20.2,25,25,2,300,45,9,3,1,2,2,52,3775,452,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,152748,CM9456-12,,plot,2303290,202056CQPRC_cere_rep3_CM9456-12_33,3,3,33,1,9,test,,1,1,3,3,,,,,0,1,1,38.05844987,,285,41.80555556,30.1,5,1,,36,20.8,20,25,2,285,35,9,3,2,2,3,63,3825,464,,24,2,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169394,GM8870-84,,plot,2303277,202056CQPRC_cere_rep3_GM8870-84_34,3,3,34,1,10,test,,1,1,2,2,,,,,0,1,1,38.99192431,,245,66.25,47.7,5,2,,33,24.2,25,25,2,245,40,9,3,1,1,3,55,4625,582,,22,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,269469,GM1406-13,,plot,2303286,202056CQPRC_cere_rep3_GM1406-13_35,3,3,35,1,11,test,,1,1,2,2,,,,,0,1,1,39.56320021,,265,31.66666667,22.8,4,1,,58,40.9,25,25,2,265,50,9,3,1,2,2,89,4425,569,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,285973,SM3387-40,,plot,2303271,202056CQPRC_cere_rep3_SM3387-40_36,3,3,36,1,12,test,,1,1,2,2,,,,,0,1,1,39.15634337,,250,45.27777778,32.6,4,1,,46,20.4,25,25,2,250,40,9,3,1,1,3,71,4675,592,,24,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,310088,SM3553-27,,plot,2303276,202056CQPRC_cere_rep3_SM3553-27_37,3,3,37,2,9,test,,1,1,2,2,,,,,0,1,1,36.75136626,,300,41.11111111,29.6,5,2,,32,26.4,18,25,2,300,45,9,3,1,2,3,44,4300,494,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2300860,Venezolana,,plot,2303265,202056CQPRC_cere_rep3_Venezolana_38,3,3,38,2,10,test,,1,1,2,2,,,,,4,1,1,37.72946703,,85,40.55555556,29.2,4,1,,33,24.4,25,25,3,195,25,9,3,2,2,3,50,3325,398,,25,2,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,271094,COSTENA,Costena,plot,2303248,202056CQPRC_cere_rep3_Costena_39,3,3,39,2,11,test,,1,1,2,2,,,,,0,1,1,37.7442093,,215,39.16666667,28.2,4,1,,29,24.9,24,25,2,215,40,9,3,1,1,3,51,4375,524,,22,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,140368,SM1127-8,,plot,2303270,202056CQPRC_cere_rep3_SM1127-8_40,3,3,40,2,12,test,,1,1,2,2,,,,,0,1,1,37.60739796,,310,37.36111111,26.9,4,1,,42,24.5,25,25,2,310,60,9,2,1,1,,61,4450,530,,23,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169454,GM9122-1,,plot,2303264,202056CQPRC_cere_rep3_GM9122-1_41,3,3,41,3,9,test,,1,1,2,2,,,,,0,1,1,39.16374046,,300,41.25,29.7,4,2,,36,19.6,25,25,2,300,40,9,3,2,2,3,70,3300,418,,24,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169385,GM8870-29,,plot,2303289,202056CQPRC_cere_rep3_GM8870-29_42,3,3,42,3,10,test,,1,1,2,2,,,,,0,1,1,38.73910369,,265,50.41666667,36.3,4,1,,42,31,25,25,2,265,40,9,3,1,1,3,66,3900,486,,25,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169430,GM9103-22,,plot,2303268,202056CQPRC_cere_rep3_GM9103-22_43,3,3,43,3,11,test,,1,1,2,2,,,,,0,1,1,37.64505272,,115,32.22222222,23.2,3,1,,22,18.9,18,25,2,115,30,9,3,1,2,2,39,4200,501,,23,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,230102,CM9912-167,,plot,2303246,202056CQPRC_cere_rep3_CM9912-167_44,3,3,44,3,12,test,,1,1,2,2,,,,,0,1,1,37.96751227,,275,42.63888889,30.7,4,1,,32,25,20,25,2,275,50,9,2,2,1,3,64,3475,420,,23,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",7671,202056CQPRC_cere,PRC,RCBD,5,4,,,,2020-July-28,2021-March-01,367,Cerete,2169440,GM9108-5,,plot,2303260,202056CQPRC_cere_rep3_GM9108-5_45,3,3,45,4,9,test,,1,1,2,2,,,,,0,1,1,37.79090909,,265,61.52777778,44.3,5,1,,56,41.3,24,25,2,265,55,9,3,1,1,3,80,4500,540,,24,1,3,1,1," (Operator: lizbethpino, Time: )"
